GDP: Gross domestic product (million current US$),"GDP growth rate (annual %, const. 2015 prices)",GDP per capita (current US$),Economy: Agriculture (% of Gross Value Added),Economy: Industry (% of Gross Value Added),Economy: Services and other activity (% of GVA),Employment in agricultureh (% of employed),Employment in industryh (% of employed),Employment in servicese (% employed),Unemploymenth (% of labour force),Labour force participation rateh (female/male pop. %),CPI: Consumer Price Index (2010=100),Agricultural production index (2014-2016=100),International trade: exports (million current US$),International trade: imports (million current US$),International trade: balance (million current US$),"Balance of payments, current account (million US$)",Country
"['12 243', '14 954', '17 743c']","['6.2', '3', '5.1c']","['2 986.8', '3 716.0', '4 439.3c']",,,,,,,,,,"['88', '102', '105c']","['1 677', '2 205', '3 342d']","['5 236', '7 281', '8 031d']","['- 3 558', '- 5 077', '- 4 689d']","['- 1 199', '- 1 767', '- 1 965d']",Georgia
"['3 396 354', '3 356 236', '3 861 124b']","['4.2', '1.5', '0.6b']","['42 020.0', '41 036.1', '46 231.6b']",,,,,,,"['7', '4.6', '3c']","['52.8 /       66.5', '54.3 /       66.1', '55.3 /       66.5c']","['100', '107', '106i,c']","['95', '99', '94b']","['1 267 743', '1 328 500', '1 382 851c']","['1 060 672', '1 057 536', '1 171 421c']","['207 071', '270 964', '211 430c']","['196 172', '288 621', '266 326c']",Germany
"['42 587', '49 182', '66 999b']","['7.9', '2.2', '6.5b']","['1 718.6', '1 766.0', '2 202.6b']",,,,,,,"['5.3', '6.8', '4.5c']","['66.9 /       73.3', '63.5 /       72.5', '63.5 /       71.8c']","['100', '176', '273c']","['84', '100', '118b']",,,,"['- 2 747', '- 2 824', '- 1 864b']",Ghana
,,,,,,,,,,,"['...', '142e,f', '...']",,,,,,Gibraltar
"['296 835', '195 318', '205 327b']","['-5.5', '-0.4', '1.9b']","['27 263.5', '18 322.9', '19 604.5b']",,,,,,,,,,"['102', '104', '74b']","['27 586', '28 289', '35 070d']","['66 453', '47 264', '55 534d']","['- 38 867', '- 18 975', '- 20 463d']","['- 30 263', '- 1 611', '- 12 618d']",Greece
"['2 503', '2 499', '3 024b']","['1.7', '-2.5', '2.8b']","['44 195.9', '44 328.6', '53 352.6b']",,,,,,,,,,,"['389', '406', '748q,d']","['847', '667', '791q,d']","['-458', '-261', '-43q,d']",,Greenland
"['771', '997', '1 212b']","['-0.5', '6.4', '2b']","['7 257.8', '9 096.9', '10 817.7b']","['5.2', '8.6', '5.8b']","['16.8', '14.2', '15.9b']","['78.1', '77.2', '78.3b']",,,,,,"['100', '104', '108b']","['45', '99', '85b']","['25g', '33g', '25f']","['306g', '372g', '395f']","['-281g', '-339g', '-370f']","['-204', '-122', '-116e']",Grenada
,,,,,,,,,,,,,,,,,Guadeloupe
,,,,,,,,,,,,,,,,,Guam
"['40 682', '62 186', '76 710b']","['2.9', '4.1', '3.8b']","['2 780.7', '3 826.3', '4 363.1b']",,,,,,,"['3.5', '2.5', '2.5c']","['40.5 /       84.2', '39.1 /       85.5', '39.9 /       86.4c']","['100i', '122', '148c']","['78', '101', '106b']","['8 460', '10 677', '11 658c']","['13 830', '17 637', '18 198c']","['- 5 370', '- 6 960', '- 6 539c']","['-767', '-774', '4 249c']",Guatemala
"['6 853', '8 794', '12 354b']","['4.8', '3.8', '5.6b']","['672.4', '769.3', '967.4b']","['18.6', '20.1', '22.6b']","['34.3', '28.6', '31.4b']","['47.1', '51.3', '46b']",,,,,,,"['82', '100', '125b']","['1 471c', '1 574', '3 167c,d']","['1 402c', '2 139', '3 389c,d']","['69c', '-565', '-222c,d']","['-327', '- 1 020', '-315b']",Guinea
"['849', '1 047', '1 322b']","['4.6', '6.1', '4.5b']","['557.6', '602.9', '688.4b']","['46.2', '49', '51b']","['13.5', '12.8', '12.8b']","['40.3', '38.2', '36.2b']",,,"['21.8', '23.4', '25.2d']",,,,"['92', '102', '107b']",,,,"['-71', '21', '-127b']",Guinea-Bissau
"['3 433', '4 280', '5 174b']","['4.1', '0.7', '5.4b']","['4 580.7', '5 576.8', '6 609.6b']",,,,,,,,,,"['81', '110', '132b']","['901', '1 169', '2 814d']","['1 452', '1 484', '2 494d']","['-551', '-315', '320d']","['-246', '-39', '- 1 696b']",Guyana
"['6 708', '8 355', '8 051b']","['-5.5', '1.2', '-0.9b']","['674.2', '781.2', '714.8b']","['25.7', '17.3', '19.9b']","['27.4', '34.7', '35.2b']","['46.9', '48.1', '44.9b']",,,,,,"['100', '139', '151e,c']","['90', '99', '92b']",,,,"['-102', '-271', '72b']",Haiti
,,,,,,,,,,,,,,,,,Holy See
"['15 839', '20 980', '25 095b']","['3.7', '3.8', '2.7b']","['1 904.3', '2 302.2', '2 574.9b']","['11.9', '12.6', '11.2b']","['26.2', '26.5', '28.6b']","['62', '60.8', '60.2b']",,,,,,,"['94', '100', '116b']","['3 104', '4 201', '3 110d,c']","['6 895', '8 381', '7 921d,c']","['- 3 791', '- 4 179', '- 4 811d,c']","['-804', '-980', '694c']",Honduras
"['131 917', '125 074', '163 469b']","['1.1', '3.8', '4.6b']","['13 288.2', '12 791.5', '16 879.1b']",,,,,,,"['11.2', '6.8', '3.5c']","['43.8 /       58.2', '47.3 /       63.4', '48.5 /       65.3c']","['100', '111', '126c']","['79', '96', '97b']","['94 749', '100 297', '119 391c']","['87 432', '90 761', '112 624c']","['7 317', '9 536', '6 767c']","['342', '2 926', '167c']",Hungary
"['13 684', '17 389', '24 188b']","['-3.4', '4.7', '1.9b']","['42 717.7', '52 655.5', '71 344.6b']",,,,,,,,,"['100', '118', '133d']","['89', '100', '107b']","['4 603', '4 722', '4 560d']","['3 914', '5 285', '5 671d']","['689', '-563', '- 1 111d']","['-845', '986', '244d']",Iceland
"['1 669 620', '2 146 759', '2 891 582b']","['8.5', '8', '4.2b']","['1 352.7', '1 638.6', '2 116.2b']",,,,,,,,,,"['86', '98', '114b']","['220 408', '264 381', '275 489d']","['350 029', '390 745', '367 980d']","['- 129 621', '- 126 364', '- 92 492d']","['- 54 516', '- 22 457', '33 007d']",India
"['755 094', '860 854', '1 119 191b']","['6.2', '4.9', '5b']","['3 122.4', '3 331.7', '4 135.6b']",,,,,,,,,"['100', '132', '154d']","['90', '100', '117b']",,,,"['5 144', '- 17 519', '- 4 341d']",Indonesia
"['491 099', '393 436', '603 780c']","['5.8', '-1.3', '-6.5c']","['6 657.8', '5 012.4', '7 282.0c']","['6.4', '10.6', '9.8c']","['43.4', '33.2', '34.6c']","['50.2', '56.3', '55.6c']",,,,,,,"['90', '99', '96c']",,,,,Iran (Islamic Republic of)
"['138 517', '166 774', '225 232b']","['6.4', '4.7', '4.4b']","['4 657.3', '4 688.3', '5 729.7b']","['5.1', '4.2', '3.3b']","['55.4', '45', '51.9b']","['39.4', '50.9', '44.8b']",,,,,,"['100', '119', '120b']","['120', '81', '120b']","['52 483', '49 403', '2 582d,c']","['43 915', '32 667', '27 611d,c']","['8 568', '16 736', '- 25 029d,c']","['6 488', '- 2 762', '- 6 197c']",Iraq
"['222 071', '291 522', '398 590b']","['1.8', '25.2', '5.6b']","['48 760.5', '62 660.2', '81 636.6b']",,,,,,,"['14.5', '9.9', '5.2c']","['55.6 /       70.5', '55.1 /       69.5', '55.8 /       67.9c']",,"['88', '101', '113b']","['120 645', '124 731', '184 131c']","['64 601', '77 795', '98 389c']","['56 045', '46 935', '85 742c']","['2 320', '12 912', '- 44 934b']",Ireland
,,,,,,,,,,,"['...', '161l,m', '...']",,,,,,Isle of Man
"['233 996', '299 813', '395 099b']","['5.6', '2.3', '3.5b']","['31 851.5', '37 577.7', '46 376.5b']",,,,,,,,,"['100', '107', '107e']","['91', '99', '95b']","['58 413', '64 062', '49 761e']","['59 194', '62 068', '70 162e']","['-781', '1 994', '- 20 401e']","['8 154', '16 205', '24 350e']",Israel
"['2 134 018', '1 835 899', '2 003 576b']","['1.7', '0.8', '0.3b']","['35 971.5', '30 306.1', '33 089.6b']",,,,,,,,,"['100', '107', '110j,d']","['109', '103', '98b']","['446 840', '456 989', '495 977d']","['486 984', '410 933', '422 648d']","['- 40 145', '46 055', '73 329d']","['- 70 819', '25 379', '69 735d']",Italy
"['13 221', '14 198', '15 831b']","['-1.5', '0.9', '0.9b']","['4 704.1', '4 911.0', '5 369.5b']","['5.9', '7.2', '8.2b']","['20', '22', '22.4b']","['74.1', '70.7', '69.5b']",,,,,,,"['91', '98', '105b']","['1 328', '1 263', '1 190d,c']","['5 225', '4 993', '4 651d,c']","['- 3 898', '- 3 730', '- 3 461d,c']","['-934', '-430', '-35c']",Jamaica
"['5 700 098', '4 389 476', '5 082 466c']","['4.2', '1.2', '0.7c']","['44 344.1', '34 296.8', '40 063.5c']",,,,,,,,,,"['96', '100', '100c']","['769 774', '624 874', '641 283e']","['694 059', '625 568', '635 402e']","['75 715', '-695', '5 880e']","['220 888', '136 472', '164 497e']",Japan
"['27 134', '38 587', '44 503b']","['2.3', '2.5', '2b']","['3 736.6', '4 164.1', '4 405.5b']",,,,"['3.5', '3.3', '3c']","['26.4', '25.4', '24.4c']",,"['12.5', '13.1', '14.6c']","['15.3 /       67.2', '14.0 /       63.9', '14.4 /       63.5c']","['100', '116', '101i,c']","['88', '102', '95b']","['7 023', '7 833', '7 646h,c']","['15 262', '20 475', '16 889h,c']","['- 8 239', '- 12 642', '- 9 242h,c']","['- 1 882', '- 3 470', '- 1 003b']",Jordan
"['148 047', '184 388', '181 667b']","['7.3', '1.2', '4.5b']","['9 109.3', '10 493.3', '9 792.6b']",,,,,,,"['5.8', '4.9', '4.6c']","['65.4 /       75.9', '65.4 /       77.0', '62.2 /       75.1c']","['100', '137', '201c']","['77', '99', '111b']","['57 244', '45 954', '44 929h,c']","['24 024', '30 567', '37 855h,c']","['33 220', '15 387', '7 074h,c']","['1 386', '- 6 012', '- 6 273c']",Kazakhstan
"['40 000', '64 008', '95 502b']","['8.4', '5.7', '5.4b']","['951.7', '1 336.9', '1 816.5b']",,,,"['60.3', '57.3', '53.8c']","['6.3', '6.7', '7.4c']",,"['2.8', '2.8', '2.6c']","['66.4 /       75.0', '71.0 /       77.9', '72.3 /       77.5c']","['100', '150', '200c']","['96', '101', '111b']","['5 169', '5 907', '6 023c']","['12 093', '16 058', '15 405c']","['- 6 924', '- 10 151', '- 9 382c']","['- 2 369', '- 4 421', '- 5 559b']",Kenya
"['156', '169', '195c']","['-0.9', '10.3', '2.3c']","['1 516.9', '1 524.8', '1 656.9c']",,,,,,,,,,"['97', '100', '93c']","['4', '10', '4i,e']","['73', '111', '123i,e']","['-69', '-101', '-119i,e']","['~0', '56', '87c']",Kiribati
"['115 416', '114 585', '134 624b']","['-2.4', '0.6', '0.4b']","['38 576.4', '29 874.0', '31 999.3b']","['0.4', '0.5', '0.4b']","['58.2', '48.7', '51.3b']","['41.4', '50.9', '48.3b']",,,"['73', '73', '73.7d']",,,,"['64', '94', '132b']","['62 698', '54 121', '72 958e,d']","['22 691', '30 957', '37 506e,d']","['40 007', '23 164', '35 452e,d']","['36 989', '8 584', '33 811b']",Kuwait
"['4 794', '6 678', '8 455b']","['-0.5', '3.9', '4.5b']","['884.2', '1 120.7', '1 317.8b']",,,,,,,"['8.6', '7.6', '6.6c']","['52.2 /       76.6', '49.9 /       75.5', '44.5 /       75.6c']","['100', '146', '166c']","['89', '102', '110b']","['1 488', '1 441', '1 864c']","['3 223', '4 068', '3 387c']","['- 1 734', '- 2 627', '- 1 523c']","['-475', '- 1 052', '- 1 067b']",Kyrgyzstan
"['7 313', '14 390', '18 823b']","['8.1', '7.3', '4.7b']","['1 170.3', '2 134.7', '2 625.4b']",,,,,,,"['0.7', '0.7', '0.6c']","['76.8 /       79.4', '76.8 /       80.2', '76.8 /       80.2c']",,"['62', '104', '102b']","['1 909', '2 985', '5 669h,c']","['1 837', '3 778', '6 309h,c']","['72', '-793', '-639h,c']","['29', '- 2 268', '-947b']",Lao People's Democratic Republic
"['23 878', '27 240', '34 103b']","['-4.4', '4', '2.1b']","['11 269.1', '13 635.7', '17 885.4b']",,,,,,,"['19.5', '9.9', '6.5c']","['53.8 /       65.3', '54.0 /       67.5', '55.3 /       67.9c']","['100', '108', '117c']","['73', '107', '104b']","['8 851', '11 650', '15 154c']","['11 143', '14 096', '17 334c']","['- 2 292', '- 2 446', '- 2 181c']","['413', '-167', '1 004c']",Latvia
"['38 444', '49 939', '53 367b']","['8', '0.2', '-5.6b']","['7 761.6', '7 644.5', '7 784.3b']",,,,,,,,,,"['89', '99', '101b']","['4 254', '2 953', '3 468j,e']","['17 970', '18 600', '15 472j,e']","['- 13 716', '- 15 646', '- 12 004j,e']","['- 7 552', '- 8 542', '- 11 540b']",Lebanon
"['2 269', '2 372', '2 460b']","['6.7', '2.7', '1.5b']","['1 137.1', '1 152.1', '1 157.5b']",,,,,,,,,"['100', '127', '164d']","['104', '100', '96b']","['503', '604', '2 250i,d']","['1 277', '1 410', '1 500i,d']","['-773', '-806', '750i,d']","['-158', '-78', '-52d']",Lesotho
"['1 292', '2 669', '2 582b']","['7.3', '9.3', '-2.3b']","['332', '596.8', '523b']","['64.5', '69.5', '74b']","['12.5', '10.5', '8.7b']","['17.9', '20', '17.3b']",,,,,,"['100', '148', '223e']","['93', '96', '92b']",,,,"['-853', '171', '-653b']",Liberia
"['80 942', '17 666', '32 600b']","['4.3', '-45.5', '9.9b']","['13 060.2', '2 752.4', '4 810.1b']","['2.5', '0.9', '0.9b']","['74', '67.1', '67.1b']","['23.5', '32', '32b']",,,,,,"['100', '126e', '...']","['105', '100', '102b']","['36 440', '10 200c', '66 843c,d']","['17 674', '13 000c', '28 468c,d']","['18 766', '- 2 800c', '38 375c,d']","['16 801', '- 9 346', '11 276f']",Libya
"['5 621', '6 269', '6 798b']","['7.4', '~0.0', '0.6b']","['156 166.5', '167 294.2', '178 799.4b']",,,,,,,,,,,,,,,Liechtenstein
"['37 138', '41 419', '54 627b']","['1.7', '2', '4.3b']","['11 888.8', '14 127.1', '19 795.2b']",,,,,,,"['17.8', '9.1', '6.3c']","['52.6 /       62.3', '54.6 /       65.0', '56.2 /       67.6c']",,"['73', '106', '94b']","['20 814', '25 411', '32 753c']","['23 378', '28 176', '33 125c']","['- 2 564', '- 2 765', '-372c']","['73', '- 1 014', '4 700c']",Lithuania
"['53 212', '57 744', '71 105b']","['4.9', '4.3', '2.3b']","['104 771.9', '101 888.6', '115 480.9b']",,,,,,,,,,"['91', '102', '111b']","['13 911', '12 626', '13 442d']","['20 400', '19 296', '20 610d']","['- 6 489', '- 6 671', '- 7 167d']","['3 268', '2 949', '2 999d']",Luxembourg
"['9 983', '11 323', '14 105b']","['0.6', '3.1', '4.4b']","['472', '467.2', '523b']","['30.3', '27', '24.1b']","['18.8', '19.9', '23.6b']","['50.9', '53.2', '52.3b']",,,,,,"['100', '140', '130e,f,g,c']","['103', '99', '104b']","['1 082', '2 164', '2 005d,c']","['2 546', '2 961', '2 968d,c']","['- 1 464', '-796', '-963d,c']","['-893', '-256', '-331b']",Madagascar
"['6 960', '6 431', '8 099b']","['6.9', '3.3', '5.2b']","['478.7', '384.1', '434.8b']",,,,"['48.1', '45.6', '43.2c']","['14.2', '14', '13.8c']",,"['5.9', '5.8', '5.7c']","['73.3 /       82.1', '72.6 /       82.2', '72.6 /       81.3c']",,"['79', '99', '129b']","['1 066', '1 080', '632h,c']","['2 173', '2 312', '2 406h,c']","['- 1 107', '- 1 232', '- 1 775h,c']","['-969', '- 1 064', '- 1 837b']",Malawi
"['255 018', '301 355', '364 684c']","['7.4', '5.1', '4.3c']","['9 040.6', '9 955.2', '11 414.3c']",,,,,,,"['3.2', '3.1', '3.4f']","['43.5 /       76.2', '50.5 /       77.6', '50.9 /       77.2f']","['100', '113', '120f']","['89', '104', '105c']","['198 791', '200 211', '234 042h,f']","['164 586', '176 175', '189 804h,f']","['34 204', '24 036', '44 238h,f']","['25 644', '9 068', '14 848f']",Malaysia
"['2 588', '4 109', '5 642b']","['7.3', '2.9', '7b']","['7 076.7', '9 033.4', '10 626.5b']",,,,,,,,,"['100i', '132i', '135j,d']","['114', '100', '105b']","['74', '144', '149i,d']","['1 095', '1 897', '1 809i,d']","['- 1 021', '- 1 753', '- 1 661i,d']","['-196', '-302', '- 1 119d']",Maldives
"['10 679', '13 095', '17 433b']","['10.9', '7.5', '6.6b']","['709.6', '750.9', '886.8b']","['34.9', '39.8', '39.8b']","['25.3', '19.3', '23.2b']","['39.7', '40.9', '37b']",,,,,,,"['80', '97', '121b']","['1 996', '2 530e', '578e,d']","['4 704', '3 169e', '10 593e,d']","['- 2 707', '-639e', '- 10 015e,d']","['- 1 190', '-697', '-836g']",Mali
"['8 741', '10 710', '14 864b']","['3.5', '10.9', '4.7b']","['21 099.5', '24 702.1', '33 752.4b']",,,,,,,,,"['100', '108', '114e']","['108', '99', '71b']","['3 717', '3 915', '3 514j,e']","['5 732', '6 788', '5 783j,e']","['- 2 015', '- 2 873', '- 2 269j,e']","['-420', '301', '-576e']",Malta
"['168', '181', '237b']","['7.1', '-0.6', '5.3b']","['2 986.1', '3 159.2', '4 038.2b']","['15.4', '14.4', '16.1b']","['12.4', '10.3', '13.6b']","['72.2', '75.2', '70.3b']",,,,,,,"['113', '90', '75b']",,,,"['-14', '-7', '53c']",Marshall Islands
,,,,,,,,,,,,,,,,,Martinique
"['5 629', '6 167', '7 594b']","['2.6', '5.4', '5.9b']","['1 610.9', '1 524.1', '1 677.9b']",,,,"['56.9', '53.8', '50.6c']","['11.9', '12.5', '13.1c']",,"['9.8', '9.8', '9.6c']","['28.0 /       64.5', '28.4 /       63.1', '28.9 /       63.0c']","['...', '...', '113i,c']","['86', '100', '109b']","['1 819', '1 832', '2 700h,c']","['1 708', '3 703', '3 937h,c']","['111', '- 1 872', '- 1 237h,c']","['...', '-956', '-831b']",Mauritania
"['10 004', '11 692', '14 180d']","['4.4', '3.6', '3.6d']","['8 016.1', '9 283.6', '11 168.6d']",,,,,,,,,,"['106', '100', '94d']","['1 850', '2 481', '1 544f']","['4 402', '4 458', '4 224f']","['- 2 553', '- 1 977', '- 2 680f']","['- 1 006', '-417', '-756d']",Mauritius
,,,,,,,,,,,,,"['6d', '...', '...']","['309d', '...', '...']","['-303d', '...', '...']",,Mayotte
"['1 057 801', '1 170 567', '1 256 441b']","['5.1', '3.3', '-0.3b']","['9 271.4', '9 606.0', '9 848.6b']",,,,,,,,,,"['89', '98', '113b']",,,,"['- 4 830', '- 31 058', '26 571d']",Mexico
"['297', '316', '414b']","['2.3', '4.6', '1.2b']","['2 885.0', '2 906.5', '3 640.4b']","['26.7', '27.8', '27.4b']","['7.8', '6.5', '5.8b']","['65.5', '65.7', '66.8b']",,,,,,"['100', '113', '114c']","['83', '100', '102b']","['23', '40d', '34d,e']","['168', '160d', '189d,e']","['-145', '-121d', '-155d,e']","['-25', '22f', '...']",Micronesia (Federated States of)
"['5 362', '6 259', '7 424b']","['2.1', '4.9', '7.6b']","['150 577.0', '165 945.5', '190 532.5b']",,,,,,,,,,,,,,,Monaco
"['7 189', '11 750', '13 853b']","['6.4', '2.4', '4.9b']","['2 643.3', '3 918.6', '4 295.2b']",,,,,,,"['6.6', '4.9', '6c']","['53.1 /       65.1', '53.8 /       67.2', '53.1 /       66.1c']","['100i', '164i', '125j,c']","['66', '111', '140b']","['2 908h', '4 669', '7 576h,c']","['3 200h', '3 797', '5 294h,c']","['-291h', '873', '2 282h,c']","['-885', '-948', '-675c']",Mongolia
"['4 139', '4 053', '5 542b']","['2.7', '3.4', '4.1b']","['6 630.0', '6 464.7', '8 825.3b']",,,,,,,,,"['100', '111', '116k,e']","['93', '98', '102b']","['437', '353', '410e']","['2 182', '2 050', '2 394e']","['- 1 745', '- 1 697', '- 1 984e']","['-852', '-443', '- 1 235e']",Montenegro
"['56', '61', '67b']","['-6.9', '1.2', '5.9b']","['11 331.1', '12 357.9', '13 487.5b']","['1.1', '1.4', '1.1b']","['13.3', '12.4', '15.2b']","['85.7', '86.3', '83.7b']",,,,,,,,"['1', '3g', '5g,e']",,"['-28', '-36g', '-25g,e']","['-19', '-1', '-1d']",Montserrat
,,,"['14.4', '14.3', '13.8b']","['28.6', '29.5', '28.7b']","['56.9', '56.2', '57.6b']",,,,,,"['100g', '106g', '102h,d']","['93', '108', '111b']","['17 765', '22 337', '26 965f,d']","['35 379', '38 146', '43 280f,d']","['- 17 614', '- 15 809', '- 16 315f,d']","['- 3 925', '- 2 161', '- 1 633d']",Morocco
"['11 105', '15 951', '15 297b']","['6.5', '6.7', '2.3b']","['471.9', '589.9', '503.7b']",,,,,,,"['3.3', '3.4', '3.2c']","['82.8 /       82.0', '77.8 /       80.0', '77.0 /       79.0c']",,"['110', '98', '125b']","['2 243', '3 649h', '6 651h,c']","['3 564', '7 852h', '10 080h,c']","['- 1 321', '- 4 203h', '- 3 429h,c']","['- 1 679', '- 5 968', '- 3 813c']",Mozambique
"['44 847', '63 835', '76 785b']","['7.8', '6.4', '2.9b']","['886.3', '1 211.7', '1 420.7b']",,,,,,,,,"['100', '129', '168b']","['95', '101', '108b']","['8 873', '11 432', '16 929c']","['4 866', '16 913', '17 964c']","['4 008', '- 5 481', '- 1 035c']","['1 574', '- 3 109', '68b']",Myanmar
"['11 282', '11 272', '12 366b']","['6', '4.5', '-1.1b']","['5 324.6', '4 869.4', '4 957.4b']",,,,"['28.1', '24.5', '21.8c']","['13.9', '17', '16.4c']",,"['22.1', '20.9', '20.6c']","['52.6 /       63.0', '56.4 /       65.4', '56.6 /       63.6c']",,"['99', '99', '100b']","['5 848', '4 628', '5 600c']","['5 980', '7 697', '6 823c']","['-131', '- 3 069', '- 1 223c']","['-439', '- 1 540', '180c']",Namibia
"['59', '104', '133b']","['13.6', '2.8', '1b']","['5 924.8', '10 050.4', '12 350.9b']",,,,,,,,,"['100', '100i', '...']","['100', '100', '101b']",,,,"['24', '-17', '8d']",Nauru
"['16 281', '20 801', '30 715b']","['4.8', '3.3', '7b']","['602.7', '770', '1 073.6b']","['35.4', '31.7', '27.5b']","['15.1', '14.8', '15.1b']","['49.5', '53.4', '57.4b']",,,"['16.5', '18.5', '20.2d']",,,,"['83', '99', '113b']",,,,"['-128', '2 447', '-65d']",Nepal
"['846 555', '765 265', '907 051b']","['1.3', '2', '1.7b']","['50 743.8', '45 179.0', '53 052.8b']",,,,,,,,,"['100', '109', '117d']","['90', '100', '100b']","['492 646', '464 697', '551 598d']","['439 987', '412 644', '482 764d']","['52 659', '52 053', '68 834d']","['61 803', '48 549', '71 062d']",Netherlands
"['9 355', '8 790', '9 880b']","['6.9', '0.6', '1.6b']","['36 900.3', '32 426.5', '34 941.5b']","['1.5', '2.1', '2b']","['28.3', '23.9', '24.8b']",,,,,,,,"['86', '110', '100b']","['1 268', '1 239', '1 634g,e']","['3 303', '2 529', '2 599g,e']","['- 2 036', '- 1 291', '-965g,e']","['- 1 360', '- 1 119', '-654i']",New Caledonia
"['146 584', '177 468', '206 936b']","['1', '4.2', '1.5b']","['33 542.7', '38 458.4', '43 229.3b']",,,,,,,"['6.6', '5.4', '4c']","['61.0 /       73.8', '62.8 /       74.1', '64.7 /       75.2c']",,"['87', '101', '101b']","['31 393', '34 357', '38 877c']","['30 616', '36 528', '37 098c']","['777', '- 2 171', '1 779c']","['- 3 429', '- 4 767', '- 1 886c']",New Zealand
"['8 759', '12 757', '12 521b']","['4.4', '4.8', '-3.9b']","['1 503.9', '2 049.8', '1 912.9b']","['18.7', '17.8', '17.1b']","['24.2', '28.5', '27.8b']","['57', '53.7', '55.1b']",,,,,,"['100', '137', '169c']","['90', '97', '118b']","['1 848', '4 667', '4 965d,c']","['4 191', '5 866', '5 424d,c']","['- 2 343', '- 1 199', '-459d,c']","['-777', '- 1 260', '958c']",Nicaragua
"['7 620', '9 659', '12 928b']","['8.4', '4.3', '5.8b']","['462.8', '482.9', '554.6b']",,,,,,,,,,"['85', '101', '120b']","['479', '790', '3 068i,d']","['2 273', '2 458', '743i,d']","['- 1 794', '- 1 669', '2 324i,d']","['- 1 137', '- 1 486', '- 1 572b']",Niger
"['363 360', '494 583', '474 517b']","['8', '2.7', '2.2b']","['2 292.4', '2 730.4', '2 361.2b']",,,,,,,,,,"['87', '99', '107b']","['86 568', '48 433', '91 933i,d']","['44 235', '33 831', '108 104i,d']","['42 333', '14 602', '- 16 171i,d']","['13 111', '- 15 439', '- 16 976d']",Nigeria
,,,,,,,,,,,,"['101', '99', '94b']",,,,,Niue
,,,,,,,,,,,,,,,,,Northern Mariana Islands
"['428 757', '385 802', '403 336c']","['0.7', '2', '1.2c']","['87 754.3', '74 194.9', '74 985.5c']",,,,,,,,,"['100', '109', '122d']","['97', '100', '102c']","['130 657', '103 785', '82 665d']","['77 330', '76 399', '81 304d']","['53 327', '27 386', '1 361d']","['50 258', '31 106', '7 185d']",Norway
"['56 913', '68 400', '76 332b']","['1.7', '4.6', '-0.8b']","['18 712.6', '16 028.6', '15 343.1b']","['1.4', '1.9', '2.3b']","['62.6', '50.6', '51.6b']","['36', '47.5', '46.2b']",,,,,,"['100', '109', '113d']","['84', '101', '133b']","['36 600', '35 686', '29 870e,d']","['19 775', '29 007', '21 123e,d']","['16 825', '6 679', '8 748e,d']","['4 634', '- 10 954', '- 4 140b']",Oman
"['174 508', '267 035', '256 996b']","['1.6', '4.7', '3.3b']","['972.6', '1 339.0', '1 186.7b']",,,,,,,"['0.6', '3.6', '4.4c']","['21.7 /       79.9', '23.9 /       80.8', '22.2 /       81.7c']","['100i', '145', '200c']","['87', '99', '118b']","['21 413', '22 089', '22 237c']","['37 537', '43 990', '45 775c']","['- 16 124', '- 21 901', '- 23 538c']","['- 1 354', '- 2 803', '245c']",Pakistan
"['183', '279', '280b']","['0.3', '9.5', '0.3b']","['10 219.9', '15 784.0', '15 572.5b']",,,,,,,,,"['100', '118', '118m']",,,,,"['-19', '-24', '-52m']",Palau
"['29 440', '54 092', '66 788b']","['5.8', '5.7', '3b']","['8 082.0', '13 630.3', '15 728.0b']","['3.8', '2.9', '2.2b']","['20.1', '28.7', '30.6b']","['76.2', '68.4', '67.2b']",,,,,,,"['90', '100', '104b']",,,,"['- 3 113', '- 4 848', '1 233d']",Panama
"['14 251', '21 723', '24 970b']","['10.1', '6.6', '6.5b']","['1 949.4', '2 679.3', '2 845.2b']",,,,"['66.4', '61.3', '57.8c']","['4.8', '6.4', '6.7c']",,"['2', '2.6', '2.5c']","['47.2 /       49.3', '46.6 /       48.2', '46.0 /       47.9c']","['100i', '128', '164c']","['90', '100', '106b']",,,,"['-642', '4 407', '5 451j']",Papua New Guinea
"['27 239', '36 164', '38 087b']","['11.1', '3.1', '0.2b']","['4 359.6', '5 406.7', '5 406.5b']",,"['37.3', '37.4', '35.9b']",,,,,,,,"['81', '99', '102b']","['6 517', '8 328', '8 181g,d']","['10 033', '10 291', '9 927g,d']","['- 3 517', '- 1 964', '- 1 746g,d']","['49', '-145', '738d']",Paraguay
"['147 528', '189 803', '226 850b']","['8.3', '3.3', '2.2b']","['5 082.3', '6 229.0', '6 977.8b']",,,,,,,"['3.5', '3', '3.2i']","['72.1 /       85.9', '67.9 /       83.8', '70.6 /       85.5i']",,"['84', '100', '117b']","['35 807', '33 667', '35 887h,i']","['29 966', '38 026', '22 009h,i']","['5 842', '- 4 359', '13 878h,i']","['- 3 564', '- 9 526', '- 3 531b']",Peru
"['199 591', '292 774', '359 354b']","['7.6', '6.1', '5.9b']","['2 124.1', '2 867.1', '3 323.8b']",,,,,,,,,,"['91', '100', '104b']","['51 498', '58 648', '63 901j,d']","['58 468', '70 153', '90 692j,d']","['- 6 970', '- 11 505', '- 26 791j,d']","['7 179', '7 266', '12 979d']",Philippines
